-4.81,10.52,0.22,-4.41,-8.48,-94.15,0.47,-0.55,0.32
-0.62,14.32,2.18,27.14,51.62,86.25,0.46,-0.55,0.34
2.34,9.53,-1.03,-6.58,2.59,12.24,0.41,-0.55,0.34
1.91,9.50,-0.99,-0.05,6.07,13.01,0.39,-0.55,0.36
1.80,12.44,-0.85,6.03,5.75,79.62,0.34,-0.54,0.34
3.38,6.49,-3.65,-7.93,33.45,36.33,0.11,-0.38,0.39
-3.86,8.80,2.58,4.06,8.66,-217.39,0.28,-0.48,0.44
-1.78,11.36,-4.75,8.72,65.53,35.93,0.46,-0.52,0.35
2.37,9.73,-0.70,-5.39,1.29,14.18,0.43,-0.54,0.35
1.79,9.40,-1.08,-0.88,10.15,8.55,0.40,-0.54,0.36
2.02,9.90,-1.09,15.43,13.40,40.96,0.39,-0.53,0.35
6.99,5.17,-2.03,5.82,169.63,81.40,0.18,-0.39,0.33
-3.27,8.20,1.58,-36.01,-11.68,-181.16,0.24,-0.43,0.35
-3.74,11.82,1.72,36.59,210.18,-49.05,0.47,-0.50,0.35
1.94,9.63,-1.18,1.72,0.54,7.40,0.49,-0.50,0.32
2.22,9.32,-1.25,2.84,-0.85,-13.11,0.50,-0.51,0.31
2.28,9.34,-1.17,15.45,-0.87,20.19,0.49,-0.50,0.31
1.80,9.55,-0.44,19.15,1.12,9.63,0.48,-0.50,0.28
0.79,11.23,-2.00,24.86,112.25,88.06,0.45,-0.48,0.26
1.76,8.68,3.42,-33.30,103.05,-32.54,0.48,-0.46,0.29
-0.34,10.50,3.26,27.53,-5.72,-6.95,0.56,-0.46,0.30
0.47,9.81,1.46,41.03,-61.15,16.99,0.53,-0.45,0.20
0.20,8.16,-0.54,18.02,8.15,6.47,0.49,-0.42,0.15
-2.00,8.00,-4.88,-26.70,-16.06,32.35,0.50,-0.44,0.16
-0.74,8.87,1.40,-39.87,-9.56,14.66,0.54,-0.48,0.20
1.23,9.57,0.17,-19.41,1.83,-11.62,0.55,-0.49,0.23
-2.53,14.83,2.31,-42.71,-49.90,135.35,0.50,-0.50,0.26
2.29,4.86,3.77,84.95,83.50,32.07,0.33,-0.42,0.28
-3.31,9.80,0.84,66.96,-26.28,-103.22,0.44,-0.40,0.11
-1.87,8.49,1.01,-12.70,38.16,-26.43,0.50,-0.39,0.08
3.99,13.48,5.78,-61.55,59.27,-29.78,0.52,-0.46,0.12
-0.02,9.56,0.95,-28.87,-0.22,-35.27,0.52,-0.50,0.19
0.69,9.51,0.44,-15.50,3.75,-4.09,0.55,-0.50,0.22
2.51,19.60,-0.01,-38.62,74.77,153.58,0.50,-0.52,0.25
1.21,8.69,1.91,54.49,-15.57,-113.71,0.49,-0.51,0.25
-1.28,11.70,-0.06,60.52,-22.96,-111.37,0.68,-0.42,0.13
-0.52,7.62,0.21,-16.98,-28.51,71.71,0.70,-0.39,0.08
-0.10,19.60,10.73,-32.90,29.64,6.78,0.63,-0.49,0.14
0.41,9.74,0.90,-29.89,-1.81,-4.61,0.63,-0.52,0.20
0.61,9.71,-0.38,-20.41,9.19,17.41,0.62,-0.54,0.26
-0.32,10.52,-0.88,-9.02,19.39,45.51,0.57,-0.55,0.29
-5.50,10.92,-0.61,-40.20,-48.20,184.64,0.37,-0.54,0.33
3.13,11.03,-0.33,6.66,4.41,-270.39,0.49,-0.55,0.32
-6.46,10.73,-2.01,-1.12,-57.87,-32.99,0.74,-0.44,0.26
3.73,7.34,1.87,-35.03,-0.63,45.66,0.69,-0.51,0.25
2.15,9.59,-0.85,-12.88,3.72,14.99,0.65,-0.53,0.28
1.47,9.63,-0.96,-3.34,5.47,28.27,0.63,-0.54,0.32
1.43,12.40,-0.97,7.36,-1.28,96.64,0.54,-0.55,0.32
9.47,3.82,-2.93,25.76,88.35,-15.24,0.28,-0.51,0.30
-8.44,17.68,-0.29,28.15,-90.12,-286.71,0.58,-0.56,0.20
2.12,8.25,0.44,-28.50,9.98,49.50,0.62,-0.54,0.19
2.08,9.44,-0.40,-7.18,3.67,7.99,0.59,-0.56,0.20
1.80,9.57,-0.60,-1.78,0.75,32.76,0.58,-0.57,0.23
1.30,11.87,-0.69,11.83,-7.18,99.30,0.49,-0.56,0.22
1.56,7.64,-1.47,27.17,-30.77,105.87,0.17,-0.46,0.29
0.81,14.15,-2.95,4.77,-61.46,-286.72,0.40,-0.54,0.24
-5.99,10.40,0.78,-12.78,8.18,50.81,0.70,-0.48,0.22
2.36,9.40,-0.80,-12.42,3.71,12.12,0.60,-0.53,0.23
2.11,9.37,-1.04,-2.73,4.93,20.12,0.60,-0.54,0.24
1.21,9.78,-0.84,-2.44,3.17,33.58,0.55,-0.54,0.26
2.67,13.00,0.15,14.98,3.14,142.56,0.46,-0.55,0.26
3.74,4.43,-2.83,0.11,9.98,-92.76,0.25,-0.45,0.25
-5.37,17.83,2.81,-16.55,54.21,-257.50,0.58,-0.53,0.23
1.51,10.40,1.10,41.42,71.47,92.22,0.76,-0.47,0.28
2.03,9.36,-1.18,-1.21,-5.52,24.13,0.67,-0.53,0.26
1.91,9.34,-1.11,-1.55,5.57,1.17,0.66,-0.53,0.26
0.36,9.64,-1.36,4.80,20.60,48.89,0.63,-0.54,0.27
0.63,10.14,-1.46,25.17,16.81,42.78,0.59,-0.54,0.26
-1.71,7.65,-4.21,-41.92,-70.86,120.98,0.43,-0.54,0.25
1.48,11.04,5.70,-68.52,286.68,-199.62,0.62,-0.55,0.35
3.74,11.39,-3.21,15.64,-2.99,-17.25,0.70,-0.49,0.54
2.60,9.27,-1.14,16.07,0.93,3.32,0.71,-0.49,0.51
2.80,9.40,-0.56,23.82,-2.39,3.26,0.70,-0.49,0.49
0.57,9.65,-1.13,21.38,35.41,16.39,0.67,-0.53,0.46
1.90,9.67,1.50,7.18,161.99,5.37,0.62,-0.53,0.54
3.75,9.30,3.02,25.96,1.39,18.76,0.52,-0.54,0.57
2.27,9.01,-1.32,19.59,-40.13,-45.54,0.57,-0.54,0.52
4.65,9.93,5.01,-4.78,82.29,-15.93,0.59,-0.53,0.53
1.91,9.86,-0.33,-15.22,-0.53,20.07,0.57,-0.53,0.56
2.04,9.61,-0.20,-7.43,8.23,-13.86,0.57,-0.54,0.58
2.76,9.08,-0.23,11.40,8.11,12.54,0.57,-0.53,0.57
2.83,11.78,0.47,-5.64,7.59,98.52,0.46,-0.53,0.59
2.34,9.44,0.49,13.66,49.35,-95.68,0.43,-0.54,0.57
-4.97,12.55,-0.74,13.99,33.71,27.09,0.55,-0.54,0.54
1.99,9.21,0.30,0.32,-3.17,15.41,0.54,-0.54,0.53
2.14,9.25,0.57,-4.29,3.81,-5.05,0.52,-0.54,0.53
2.26,9.43,0.35,-4.24,-1.37,-10.29,0.54,-0.54,0.54
3.51,8.70,0.20,0.47,-0.34,-12.47,0.55,-0.54,0.54
2.87,9.23,0.74,0.79,-19.16,0.29,0.58,-0.54,0.52
